2025-12-04 04:00, success, 0.809755
2025-12-03 22:31, success, 0.253197
2025-12-03 22:31, success, 0.323694
2025-12-03 22:48, success, 0.256170
2025-12-03 23:08, success, 0.628008
2025-12-03 23:29, success, 0.160068
2025-12-03 23:44, success, 0.117993
2025-12-03 23:57, success, 0.154456
2025-12-04 02:10, success, 0.275369
2025-12-04 03:37, success, 0.135066
2025-12-04 04:16, success, 0.136200
2025-12-04 04:47, success, 0.160054
2025-12-04 05:00, success, 0.174567
2025-12-04 05:32, success, 0.249394
2025-12-04 05:48, success, 0.567514
2025-12-04 06:19, success, 0.198085
2025-12-04 06:51, success, 0.308612
2025-12-04 07:20, success, 0.157750
2025-12-04 07:39, success, 0.335795
2025-12-04 07:53, success, 0.326804
2025-12-04 08:29, success, 0.703588
2025-12-04 08:54, success, 0.340538
2025-12-04 09:26, success, 0.292198
2025-12-04 09:28, success, 0.144777
2025-12-04 09:48, success, 0.144213
2025-12-04 09:59, success, 0.239986
2025-12-04 19:39, success, 0.287581
2025-12-04 19:44, success, 0.250367
2025-12-04 19:56, success, 0.321156
2025-12-04 20:29, success, 0.132652
2025-12-04 20:49, success, 0.175598
2025-12-04 21:00, success, 0.259107
2025-12-04 21:29, success, 0.156276
2025-12-04 21:45, success, 0.274825
2025-12-04 21:57, success, 0.178963
2025-12-04 22:24, success, 0.283619
2025-12-04 22:42, success, 0.241781
2025-12-04 22:54, success, 0.358923
2025-12-04 23:19, success, 0.252126
2025-12-04 23:36, success, 0.369236
2025-12-04 23:49, success, 0.117713
2025-12-05 00:00, success, 0.235336
2025-12-05 02:17, success, 0.327030
2025-12-05 03:38, success, 1.182147
2025-12-05 04:06, success, 0.147446
2025-12-05 04:41, success, 0.321138
2025-12-05 04:58, success, 0.195466
2025-12-05 05:30, success, 0.244134
2025-12-05 05:47, success, 0.241268
2025-12-05 05:59, success, 0.284848
2025-12-05 06:44, success, 0.364959
2025-12-05 07:01, success, 0.365126
2025-12-05 07:31, success, 0.283702
2025-12-05 07:46, success, 0.291738
2025-12-05 07:58, success, 0.163026
2025-12-05 08:38, success, 0.147008
2025-12-05 08:57, success, 0.335927
2025-12-05 09:30, success, 0.325438
2025-12-05 09:47, success, 0.125826
2025-12-05 09:59, success, 0.325521
2025-12-05 10:33, success, 0.351715
2025-12-05 10:50, success, 0.242734
2025-12-05 11:12, success, 0.364606
2025-12-05 11:31, success, 0.253917
2025-12-05 11:45, success, 0.347564
2025-12-05 11:57, success, 0.114106
2025-12-05 12:55, success, 0.222920
2025-12-05 13:34, success, 0.323586
2025-12-05 13:53, success, 0.176835
2025-12-05 14:19, success, 0.234273
2025-12-05 14:42, success, 0.186645
2025-12-05 14:54, success, 0.358897
